100,5,1,0.0011868476867675781,
100,5,2,0.0011823177337646484,
100,5,3,0.0012941360473632812,
100,5,4,0.0013260841369628906,
100,5,1,0.0013613700866699219,
100,5,2,0.0011920928955078125,
100,5,3,0.0012421607971191406,
100,5,4,0.0012764930725097656,
100,5,1,0.00154876708984375,
100,5,2,0.00122833251953125,
100,5,3,0.0012936592102050781,
100,5,4,0.0014841556549072266,
100,5,1,0.0012307167053222656,
100,5,2,0.001306295394897461,
100,5,3,0.0012927055358886719,
100,5,4,0.00128936767578125,
100,5,1,0.0012440681457519531,
100,5,2,0.0013842582702636719,
100,5,3,0.0014586448669433594,
100,5,4,0.0013225078582763672,
100,5,3,0.0012753009796142578,
100,11,3,0.002838611602783203,
100,21,3,0.005602121353149414,
100,31,3,0.007664680480957031,
100,41,3,0.010681629180908203,
100,51,3,0.012900590896606445,
200,5,3,0.0015501976013183594,
200,11,3,0.0025713443756103516,
200,21,3,0.0057599544525146484,
200,31,3,0.008194446563720703,
200,41,3,0.009760618209838867,
200,51,3,0.013479232788085938,
100,5,3,0.0011889934539794922,
100,11,3,0.002793550491333008,
100,21,3,0.005379915237426758,
100,31,3,0.008501529693603516,
100,41,3,0.011945009231567383,
100,51,3,0.015149593353271484,
200,5,3,0.0014081001281738281,
200,11,3,0.0027000904083251953,
200,21,3,0.005035877227783203,
200,31,3,0.007564067840576172,
200,41,3,0.013689279556274414,
200,51,3,0.01363682746887207,
100,5,3,0.0013010501861572266,
100,11,3,
0.002953052520751953,100,21,3,0.005640506744384766,
100,31,3,0.0078084468841552734,
100,41,3,0.014168262481689453,
100,51,3,0.01390695571899414,
200,5,3,0.0011069774627685547,
200,11,3,0.0026421546936035156,
200,21,3,0.005533933639526367,
200,31,3,0.007576465606689453,
200,41,3,0.009385347366333008,
200,51,3,0.01227569580078125,
100,5,3,0.0012967586517333984,
100,11,3,0.003317117691040039,
100,21,3,0.0050160884857177734,
100,31,3,0.00768589973449707,
100,41,3,0.010978937149047852,
100,51,3,0.0141143798828125,
200,5,3,0.001230478286743164,
200,11,3,0.002970457077026367,
200,21,3,0.005565166473388672,
200,31,3,0.008401870727539062,
200,41,3,0.010336637496948242,
200,51,3,0.012799978256225586,
100,5,3,0.0012066364288330078,
100,11,3,0.002321004867553711,
100,21,3,0.005435943603515625,
100,31,3,0.008543252944946289,
100,41,3,0.011803865432739258,
100,51,3,0.021936416625976562,
200,5,3,0.0011372566223144531,
200,11,3,0.0027608871459960938,
200,21,3,0.00555872917175293,
200,31,3,0.009241342544555664,
200,41,3,0.011235713958740234,
200,51,3,0.013826370239257812,
5,5,3,9.822845458984375e-05,
10,5,3,0.00015807151794433594,
25,5,3,0.00035643577575683594,
50,5,3,0.0005440711975097656,
100,5,3,0.001293182373046875,
200,5,3,0.0023696422576904297,
500,5,3,0.006433248519897461,
1000,5,3,0.012563943862915039,
5,15,3,0.0001704692840576172,
10,15,3,0.0003368854522705078,
25,15,3,0.0008795261383056641,
50,15,3,0.0019598007202148438,
100,15,3,0.0038270950317382812,
200,15,3,0.009166955947875977,
500,15,3,0.01907944679260254,
1000,15,3,0.03813433647155762,
5,5,3,0.00010943412780761719,
10,5,3,0.0001590251922607422,
25,5,3,0.00037360191345214844,
50,5,3,0.0006482601165771484,
100,5,3,0.0011508464813232422,
200,5,3,0.0025076866149902344,
500,5,3,0.007825613021850586,
1000,5,3,0.012610435485839844,
5,15,3,0.00023937225341796875,
10,15,3,0.0004096031188964844,
25,15,3,0.0009124279022216797,
50,15,3,0.0018239021301269531,
100,15,3,0.004087924957275391,
200,15,3,0.008037805557250977,
500,15,3,0.022735118865966797,
1000,15,3,0.0393221378326416,
5,5,3,5.3882598876953125e-05,
10,5,3,0.00016021728515625,
25,5,3,0.0003032684326171875,
50,5,3,0.0006914138793945312,
100,5,3,0.0009999275207519531,
200,5,3,0.0026504993438720703,
500,5,3,0.006402730941772461,
1000,5,3,0.011761903762817383,
5,15,3,0.00016880035400390625,
10,15,3,0.0004279613494873047,
25,15,3,0.001003265380859375,
50,15,3,0.0017423629760742188,
100,15,3,0.003984212875366211,
200,15,3,0.007135629653930664,
500,15,3,0.0212709903717041,
1000,15,3,0.038222551345825195,
5,5,3,7.033348083496094e-05,
10,5,3,0.00011229515075683594,
25,5,3,
0.00035190582275390625,50,5,3,0.0006012916564941406,
100,5,3,0.0011737346649169922,
200,5,3,0.002927541732788086,
500,5,3,0.006547451019287109,
1000,5,3,0.012728691101074219,
5,15,3,0.00020456314086914062,
10,15,3,0.0003731250762939453,
25,15,3,0.0011048316955566406,
50,15,3,0.0018947124481201172,
100,15,3,0.004087686538696289,
200,15,3,0.0071048736572265625,
500,15,3,0.01960611343383789,
1000,15,3,0.03930926322937012,
5,5,3,5.888938903808594e-05,
10,5,3,0.00011181831359863281,
25,5,3,0.0003294944763183594,
50,5,3,0.0006055831909179688,
100,5,3,0.0013604164123535156,
200,5,3,0.002707242965698242,
500,5,3,0.006612300872802734,
1000,5,3,0.013112068176269531,
5,15,3,0.0001666545867919922,
10,15,3,0.0003299713134765625,
25,15,3,0.0008387565612792969,
50,15,3,0.0017626285552978516,
100,15,3,0.004205465316772461,
200,15,3,0.007376432418823242,
500,15,3,0.017805814743041992,
1000,15,3,0.041324615478515625,
