100,3,3,0.0005609989166259766,
100,5,3,0.0009126663208007812,
100,7,3,0.001210927963256836,
100,11,3,0.0021448135375976562,
100,15,3,0.002973318099975586,
100,21,3,0.0048296451568603516,
100,25,3,0.005765676498413086,
100,31,3,0.006348371505737305,
100,35,3,0.0075185298919677734,
100,41,3,0.008459806442260742,
100,45,3,0.009784221649169922,
100,51,3,0.011024713516235352,
100,3,3,0.0006089210510253906,
100,5,3,0.0010383129119873047,
100,7,3,0.0013885498046875,
100,11,3,0.0020935535430908203,
100,15,3,0.003278493881225586,
100,21,3,0.0045223236083984375,
100,25,3,0.006827831268310547,
100,31,3,0.008448362350463867,
100,35,3,0.006840229034423828,
100,41,3,0.010212182998657227,
100,45,3,0.012456893920898438,
100,51,3,0.010773658752441406,
100,3,3,0.0005545616149902344,
100,5,3,0.001020193099975586,
100,7,3,0.0013413429260253906,
100,11,3,0.002336263656616211,
100,15,3,0.0036001205444335938,
100,21,3,0.004764080047607422,
100,25,3,0.006396055221557617,
100,31,3,0.006456613540649414,
100,35,3,0.008888006210327148,
100,41,3,0.00925135612487793,
100,45,3,0.009688138961791992,
100,51,3,0.011588096618652344,
100,3,3,0.0006465911865234375,
100,5,3,0.0009407997131347656,
100,7,3,0.0014917850494384766,
100,11,3,0.002386331558227539,
100,15,3,0.003229379653930664,
100,21,3,0.0045278072357177734,
100,25,3,
100,31,3,0.006711483001708984,
100,35,3,0.007547855377197266,
100,41,3,0.008923530578613281,
100,45,3,0.00980997085571289,
100,51,3,0.01506352424621582,
100,3,3,0.0005924701690673828,
100,5,3,0.0014584064483642578,
100,7,3,0.0013155937194824219,
100,11,3,0.004316568374633789,
100,15,3,0.002953767776489258,
100,21,3,0.004715919494628906,
100,25,3,0.005606174468994141,
100,31,3,0.007406473159790039,
100,35,3,0.007234811782836914,
100,41,3,0.009127140045166016,
100,45,3,0.009572505950927734,
100,51,3,0.011977434158325195,
