100,5,3,0.0006973743438720703,0.0023560523986816406,0.0017020702362060547,
100,11,3,0.0018308162689208984,0.004065513610839844,0.0025424957275390625,
100,21,3,0.003769397735595703,0.003425121307373047,0.0029206275939941406,
100,31,3,0.004526615142822266,0.0041980743408203125,0.004686594009399414,
100,41,3,0.0055348873138427734,0.0060689449310302734,0.005031585693359375,
100,51,3,0.006120204925537109,0.006959438323974609,0.00507807731628418,
100,5,3,0.0006082057952880859,0.0031337738037109375,0.0016872882843017578,
100,11,3,0.0019037723541259766,0.0038471221923828125,0.002663850784301758,
100,21,3,0.003755331039428711,0.0039331912994384766,0.003320455551147461,
100,31,3,0.005267620086669922,0.00467681884765625,0.005760669708251953,
100,41,3,0.005316734313964844,0.005884647369384766,0.004999637603759766,
100,51,3,0.006946563720703125,0.007881402969360352,0.006597042083740234,
100,5,3,0.0008249282836914062,0.0026633739471435547,0.0017886161804199219,
100,11,3,0.0013649463653564453,0.0041577816009521484,0.004934072494506836,
100,21,3,0.0032896995544433594,0.003593921661376953,0.002833843231201172,
100,31,3,0.0041925907135009766,0.0039520263671875,0.003693103790283203,
100,41,3,0.0047261714935302734,0.006047487258911133,0.00503087043762207,
100,51,3,0.005507707595825195,0.006623268127441406,0.006577253341674805,
100,5,3,0.0006082057952880859,0.003143787384033203,0.001622915267944336,
100,11,3,0.001337289810180664,0.003132343292236328,0.0022041797637939453,
100,21,3,0.003252744674682617,0.003452301025390625,0.003115415573120117,
100,31,3,0.005522489547729492,0.0049152374267578125,0.0042514801025390625,
100,41,3,0.005299806594848633,0.004801750183105469,0.005875825881958008,
100,51,3,0.005286216735839844,0.006693840026855469,0.005777120590209961,
100,5,3,0.0005841255187988281,0.0028543472290039062,0.0017502307891845703,
100,11,3,0.0016636848449707031,0.0033445358276367188,0.0022382736206054688,
100,21,3,0.0035321712493896484,0.003323078155517578,0.0031023025512695312,
100,31,3,0.0035707950592041016,0.0042438507080078125,0.004767656326293945,
100,41,3,0.005913257598876953,0.006058692932128906,0.004717111587524414,
100,51,3,0.006342411041259766,0.00713348388671875,0.005229949951171875,
5,5,3,9.202957153320312e-05,0.0006086826324462891,0.00010728836059570312,
10,5,3,0.0002505779266357422,0.0013129711151123047,0.0002193450927734375,
25,5,3,0.0003235340118408203,0.0011229515075683594,0.0005879402160644531,
50,5,3,0.0003223419189453125,0.0013248920440673828,0.0008563995361328125,
100,5,3,0.0006909370422363281,0.0028121471405029297,0.0017681121826171875,
200,5,3,0.001367807388305664,0.00433039665222168,0.004045248031616211,
500,5,3,0.0037202835083007812,0.008907079696655273,0.008836984634399414,
1000,5,3,0.007386684417724609,0.019833087921142578,0.015238046646118164,
5,5,3,9.799003601074219e-05,0.0007464885711669922,8.654594421386719e-05,
10,5,3,0.00012946128845214844,0.0008275508880615234,0.00019049644470214844,
25,5,3,0.0003159046173095703,0.000982046127319336,0.0004010200500488281,
50,5,3,0.0005357265472412109,0.001972675323486328,0.0007905960083007812,
100,5,3,0.0006797313690185547,0.0028433799743652344,0.0017285346984863281,
200,5,3,0.001544952392578125,0.00527501106262207,0.0040929317474365234,
500,5,3,0.0039103031158447266,0.008089303970336914,0.009852170944213867,
1000,5,3,0.006721973419189453,0.017705678939819336,0.020078659057617188,
5,5,3,0.00010204315185546875,0.0005786418914794922,9.059906005859375e-05,
10,5,3,0.00013327598571777344,0.0010371208190917969,0.0001773834228515625,
25,5,3,0.00023293495178222656,0.0011429786682128906,0.00043392181396484375,
50,5,3,0.00037217140197753906,0.0022389888763427734,0.001066446304321289,
100,5,3,0.0006875991821289062,0.0025026798248291016,0.0016779899597167969,
200,5,3,0.0012905597686767578,0.003699779510498047,0.0034606456756591797,
500,5,3,0.003175497055053711,0.009096860885620117,0.009420156478881836,
1000,5,3,0.00848078727722168,0.018536806106567383,0.018013715744018555,
5,5,3,0.0001518726348876953,0.0007510185241699219,8.988380432128906e-05,
10,5,3,0.0002930164337158203,0.0007750988006591797,0.00024247169494628906,
25,5,3,0.0002741813659667969,0.0010373592376708984,0.0005166530609130859,
50,5,3,0.000835418701171875,0.001920461654663086,0.0009560585021972656,
100,5,3,0.0008256435394287109,0.002460956573486328,0.0016582012176513672,
200,5,3,0.0015482902526855469,0.005606412887573242,0.0040340423583984375,
500,5,3,0.0037453174591064453,0.008882284164428711,0.009488821029663086,
1000,5,3,0.006253719329833984,0.01663494110107422,0.020267248153686523,
5,5,3,0.0003044605255126953,0.0011374950408935547,0.00011801719665527344,
10,5,3,0.00014901161193847656,0.0009377002716064453,0.000186920166015625,
25,5,3,0.00040793418884277344,0.0010514259338378906,0.0006537437438964844,
50,5,3,0.00039315223693847656,0.0023467540740966797,0.0010039806365966797,
100,5,3,0.0006654262542724609,0.0024809837341308594,0.001708984375,
200,5,3,0.001661062240600586,0.003945827484130859,0.0041656494140625,
500,5,3,0.004151344299316406,0.009769439697265625,0.011011123657226562,
1000,5,3,0.0060577392578125,0.018584489822387695,0.02008533477783203,
