100,5,3,0.00010943412780761719,0.0015850067138671875,
100,11,3,0.0002167224884033203,0.003325223922729492,
100,21,3,0.00013303756713867188,0.005583524703979492,
100,31,3,0.000148773193359375,0.008344650268554688,
100,41,3,0.00016307830810546875,0.01116323471069336,
100,51,3,0.00023555755615234375,0.014048576354980469,
100,5,3,0.0002124309539794922,0.001293182373046875,
100,11,3,0.00012159347534179688,0.0025229454040527344,
100,21,3,0.0001590251922607422,0.005524635314941406,
100,31,3,0.000133514404296875,0.008270025253295898,
100,41,3,0.00017881393432617188,0.010646343231201172,
100,51,3,0.0001201629638671875,0.01426243782043457,
100,5,3,0.00038695335388183594,0.0028083324432373047,
100,11,3,0.00013327598571777344,0.0025136470794677734,
100,21,3,0.00016808509826660156,0.0050716400146484375,
100,31,3,0.00012755393981933594,0.00756072998046875,
100,41,3,0.0001468658447265625,0.01096200942993164,
100,51,3,0.00017023086547851562,0.01331329345703125,
100,5,3,0.0001201629638671875,0.0012226104736328125,
100,11,3,0.00020122528076171875,0.002677440643310547,
100,21,3,0.0001289844512939453,0.005494117736816406,
100,31,3,0.00013446807861328125,0.00782632827758789,
100,41,3,0.000125885009765625,0.011163949966430664,
100,51,3,0.00016450881958007812,0.013379573822021484,
100,5,3,0.00021076202392578125,0.003844738006591797,
100,11,3,0.00010633468627929688,0.002598285675048828,
100,21,3,0.00014829635620117188,0.0058116912841796875,
100,31,3,0.0001308917999267578,0.00835108757019043,
100,41,3,0.0001277923583984375,0.011168241500854492,
100,51,3,0.00016498565673828125,0.01392364501953125,
5,5,3,1.5020370483398438e-05,0.00011849403381347656,
10,5,3,3.886222839355469e-05,0.0001761913299560547,
25,5,3,3.504753112792969e-05,0.0004107952117919922,
50,5,3,6.961822509765625e-05,0.0006630420684814453,
100,5,3,0.00021886825561523438,0.0011875629425048828,
200,5,3,0.00038313865661621094,0.0033648014068603516,
500,5,3,0.0005011558532714844,0.0065708160400390625,
1000,5,3,0.0010182857513427734,0.014439105987548828,
5,5,3,2.86102294921875e-05,0.00015473365783691406,
10,5,3,1.9550323486328125e-05,0.0001685619354248047,
25,5,3,3.600120544433594e-05,0.0004324913024902344,
50,5,3,7.557868957519531e-05,0.0007622241973876953,
100,5,3,0.00010514259338378906,0.001276254653930664,
200,5,3,0.00019359588623046875,0.0027632713317871094,
500,5,3,0.0005390644073486328,0.008441686630249023,
1000,5,3,0.001417398452758789,0.012011528015136719,
5,5,3,2.6702880859375e-05,0.00011777877807617188,
10,5,3,2.3365020751953125e-05,0.00018739700317382812,
25,5,3,3.695487976074219e-05,0.00041484832763671875,
50,5,3,0.00011467933654785156,0.0007920265197753906,
100,5,3,0.00026297569274902344,0.0012049674987792969,
200,5,3,0.00019431114196777344,0.0025506019592285156,
500,5,3,0.0004978179931640625,0.0070972442626953125,
1000,5,3,0.0011625289916992188,0.012221097946166992,
5,5,3,2.3126602172851562e-05,0.00020956993103027344,
10,5,3,2.288818359375e-05,0.00027251243591308594,
25,5,3,6.318092346191406e-05,0.0004379749298095703,
50,5,3,6.079673767089844e-05,0.0007703304290771484,
100,5,3,0.0001270771026611328,0.0016846656799316406,
200,5,3,0.00018930435180664062,0.0025343894958496094,
500,5,3,0.0004820823669433594,0.007307529449462891,
1000,5,3,0.0016531944274902344,0.013372421264648438,
5,5,3,1.8596649169921875e-05,0.0001277923583984375,
10,5,3,2.1696090698242188e-05,0.00023651123046875,
25,5,3,4.124641418457031e-05,0.00034618377685546875,
50,5,3,6.365776062011719e-05,0.0006628036499023438,
100,5,3,0.00010251998901367188,0.0013027191162109375,
200,5,3,0.0005617141723632812,0.0024526119232177734,
500,5,3,0.0007069110870361328,0.006587982177734375,
1000,5,3,0.0017082691192626953,0.014004945755004883,
